Instance Type,Version,Edition,VCPU,Memory,Bandwidth,IOPS,Throughput,Maxthroughput,Size,Class,GP3,IO1,RDSCustom,Current,Ratio,instancetype,Nitro
db.r5b.4xlarge ,16,SE,16,128,10000,43333,1250,1000,4xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.8xlarge ,12,EE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,12,SE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,13,EE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,13,SE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,14,EE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,14,SE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,15,EE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,15,SE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,16,EE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.8xlarge ,16,SE,32,256,20000,86667,2500,1000,8xlarge,r5b,16000,64000,N,Y,8,M,Y
db.r5b.large   ,12,SE,2,16,10000,43333,1250,1000,large,r5b,16000,43333,N,Y,8,M,Y
db.r5b.large   ,13,SE,2,16,10000,43333,1250,1000,large,r5b,16000,43333,N,Y,8,M,Y
db.r5b.large   ,14,SE,2,16,10000,43333,1250,1000,large,r5b,16000,43333,N,Y,8,M,Y
db.r5b.large   ,15,SE,2,16,10000,43333,1250,1000,large,r5b,16000,43333,N,Y,8,M,Y
db.r5b.large   ,16,SE,2,16,10000,43333,1250,1000,large,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,12,EE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,12,SE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,13,EE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,13,SE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,14,EE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,14,SE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,15,EE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,15,SE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,16,EE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5b.xlarge  ,16,SE,4,32,10000,43333,1250,1000,xlarge,r5b,16000,43333,N,Y,8,M,Y
db.r5d.12xlarge,12,EE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,12,SE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,13,EE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,13,SE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,14,EE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,14,SE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,15,EE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,15,SE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,16,EE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,16,SE,48,384,9500,40000,1188,1000,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.16xlarge,12,EE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,12,SE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,13,EE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,13,SE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,14,EE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,14,SE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,15,EE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,15,SE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,16,EE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,16,SE,64,512,13600,60000,1700,1000,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.24xlarge,12,EE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,12,SE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,13,EE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,13,SE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,14,EE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,14,SE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,15,EE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,15,SE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,16,EE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.24xlarge,16,SE,96,768,19000,80000,2375,1000,24xlarge,r5d,16000,64000,N,Y,8,M,Y
db.r5d.2xlarge ,12,EE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,12,SE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,13,EE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,13,SE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,14,EE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,14,SE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,15,EE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,15,SE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,16,EE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.2xlarge ,16,SE,8,64,4750,18750,594,594,2xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,12,EE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,12,SE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,13,EE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,13,SE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,14,EE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,14,SE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,15,EE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,15,SE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,16,EE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.4xlarge ,16,SE,16,128,4750,18750,594,594,4xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.8xlarge ,12,EE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,12,SE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,13,EE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,13,SE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,14,EE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,14,SE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,15,EE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,15,SE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,16,EE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.8xlarge ,16,SE,32,256,6800,30000,850,850,8xlarge,r5d,16000,30000,N,Y,8,M,Y
db.r5d.large   ,12,SE,2,16,4750,18750,594,594,large,r5d,16000,18750,N,Y,8,M,Y
db.r5d.large   ,13,SE,2,16,4750,18750,594,594,large,r5d,16000,18750,N,Y,8,M,Y
db.r5d.large   ,14,SE,2,16,4750,18750,594,594,large,r5d,16000,18750,N,Y,8,M,Y
db.r5d.large   ,15,SE,2,16,4750,18750,594,594,large,r5d,16000,18750,N,Y,8,M,Y
db.r5d.large   ,16,SE,2,16,4750,18750,594,594,large,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,12,EE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,12,SE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,13,EE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,13,SE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,14,EE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,14,SE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,15,EE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,15,SE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,16,EE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r5d.xlarge  ,16,SE,4,32,4750,18750,594,594,xlarge,r5d,16000,18750,N,Y,8,M,Y
db.r6i.12xlarge ,12,EE,48,384,15000,60000,1875,1000,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,13,EE,48,384,15000,60000,1875,1000,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,14,EE,48,384,15000,60000,1875,1000,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,15,EE,48,384,15000,60000,1875,1000,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,16,EE,48,384,15000,60000,1875,1000,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.16xlarge ,12,EE,64,512,20000,80000,2500,1000,16xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.16xlarge ,13,EE,64,512,20000,80000,2500,1000,16xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.16xlarge ,14,EE,64,512,20000,80000,2500,1000,16xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.16xlarge ,15,EE,64,512,20000,80000,2500,1000,16xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.16xlarge ,16,EE,64,512,20000,80000,2500,1000,16xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.24xlarge ,12,EE,96,768,30000,120000,3750,1000,24xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.24xlarge ,13,EE,96,768,30000,120000,3750,1000,24xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.24xlarge ,14,EE,96,768,30000,120000,3750,1000,24xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.24xlarge ,15,EE,96,768,30000,120000,3750,1000,24xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.24xlarge ,16,EE,96,768,30000,120000,3750,1000,24xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.2xlarge  ,12,EE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,12,SE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,13,EE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,13,SE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,14,EE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,14,SE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,15,EE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,15,SE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,16,EE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.2xlarge  ,16,SE,8,64,10000,40000,1250,1000,2xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.32xlarge ,12,EE,128,1024,40000,160000,5000,1000,32xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.32xlarge ,13,EE,128,1024,40000,160000,5000,1000,32xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.32xlarge ,14,EE,128,1024,40000,160000,5000,1000,32xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.32xlarge ,15,EE,128,1024,40000,160000,5000,1000,32xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.32xlarge ,16,EE,128,1024,40000,160000,5000,1000,32xlarge,r6i,16000,64000,Y,Y,8,M,Y
db.r6i.4xlarge  ,12,EE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,12,SE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,13,EE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,13,SE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,14,EE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,14,SE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,15,EE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,15,SE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,16,EE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.4xlarge  ,16,SE,16,128,10000,40000,1250,1000,4xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,12,EE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,12,SE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,13,EE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,13,SE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,14,EE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,14,SE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,15,EE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,15,SE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,16,EE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.8xlarge  ,16,SE,32,256,10000,40000,1250,1000,8xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,12,EE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,12,SE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,13,EE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,13,SE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,14,EE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,14,SE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,15,EE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,15,SE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,16,EE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.r6i.xlarge   ,16,SE,4,32,10000,40000,1250,1000,xlarge,r6i,16000,40000,Y,Y,8,M,Y
db.t3.2xlarge  ,12,EE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,12,SE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,13,EE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,13,SE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,14,EE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,14,SE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,15,EE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,15,SE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,16,EE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.2xlarge  ,16,SE,8,32,2780,15700,348,348,2xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,12,EE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,12,SE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,13,EE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,13,SE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,14,EE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,14,SE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,15,EE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,15,SE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,16,EE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.t3.xlarge   ,16,SE,4,16,2780,15700,348,348,xlarge,t3,15700,32000,N,Y,4,G,N
db.x1.16xlarge ,13,SE,64,976,7000,40000,875,875,16xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.16xlarge ,14,SE,64,976,7000,40000,875,875,16xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.16xlarge ,15,EE,64,976,7000,40000,875,875,16xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.16xlarge ,15,SE,64,976,7000,40000,875,875,16xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.16xlarge ,16,EE,64,976,7000,40000,875,875,16xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.16xlarge ,16,SE,64,976,7000,40000,875,875,16xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.32xlarge ,13,SE,128,1952,14000,80000,1750,1000,32xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.32xlarge ,14,SE,128,1952,14000,80000,1750,1000,32xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.32xlarge ,15,EE,128,1952,14000,80000,1750,1000,32xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.32xlarge ,15,SE,128,1952,14000,80000,1750,1000,32xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.32xlarge ,16,EE,128,1952,14000,80000,1750,1000,32xlarge,x1,16000,32000,N,Y,15,M,N
db.x1.32xlarge ,16,SE,128,1952,14000,80000,1750,1000,32xlarge,x1,16000,32000,N,Y,15,M,N
db.x1e.16xlarge,12,SE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.16xlarge,13,SE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.16xlarge,14,SE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.16xlarge,15,EE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.16xlarge,15,SE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.16xlarge,16,EE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.16xlarge,16,SE,64,1952,7000,40000,875,875,16xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.2xlarge ,12,EE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,12,SE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,13,EE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,13,SE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,14,EE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,14,SE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,15,EE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,15,SE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,16,EE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.2xlarge ,16,SE,8,244,1000,7400,125,125,2xlarge,x1e,7400,32000,N,Y,30,M,N
db.x1e.32xlarge,12,SE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.32xlarge,13,SE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.32xlarge,14,SE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.32xlarge,15,EE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.32xlarge,15,SE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.32xlarge,16,EE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.32xlarge,16,SE,128,3904,14000,80000,1750,1000,32xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.4xlarge ,12,EE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,12,SE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,13,EE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,13,SE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,14,EE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,14,SE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,15,EE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,15,SE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,16,EE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.4xlarge ,16,SE,16,488,1750,10000,219,219,4xlarge,x1e,10000,32000,N,Y,30,M,N
db.x1e.8xlarge ,12,EE,32,976,3500,20000,438,438,8xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.8xlarge ,12,SE,32,976,3500,20000,438,438,8xlarge,x1e,16000,32000,N,Y,30,M,N
db.x1e.8xlarge ,13,EE,32,976,3500,20000,438,438,8xlarge,x1e,16000,32000,N,Y,30,M,N
